etalab;finess;nom;;;;departement;region;ville;telephone;categorie;adresse
60028685;60028677;;7;R;MODIGLIANI;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);7 R MODIGLIANI
60028693;60028677;;661;AV;DES ANCIENS COMBATTANTS;6;ALPES MARITIMES;06210 MANDELIEU LA NAPOULE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);661 AV DES ANCIENS COMBATTANTS
60028719;60028701;;3;PL;DE L'APIE;6;ALPES MARITIMES;06460 ST VALLIER DE THIEY;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);3 PL DE L'APIE
60028727;60028701;;60;AV;DE BOUTIGNY;6;ALPES MARITIMES;06530 PEYMEINADE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);60 AV DE BOUTIGNY
60028735;570026823;;13;BD;VICTOR HUGO;6;ALPES MARITIMES;06130 GRASSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);13 BD VICTOR HUGO
60028743;570026823;;17;AV;AUGUSTE RENOIR;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);17 AV AUGUSTE RENOIR
60028750;570026823;;4;R;LORD BYRON;6;ALPES MARITIMES;06150 CANNES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4 R LORD BYRON
60028768;570026823;;15;AV;FELIX FAURE;6;ALPES MARITIMES;06500 MENTON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);15 AV FELIX FAURE
60028776;570026823;;16;R;BARLA;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);16 R BARLA
60028792;60028784;;8;AV;ARISTIDE BRIAND;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);8 AV ARISTIDE BRIAND
60028800;60028784;;455;PROM;DES ANGLAIS;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);455 PROM DES ANGLAIS
60028826;60028818;;4;R;DE LA REPUBLIQUE;6;ALPES MARITIMES;06530 ST CEZAIRE SUR SIAGNE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4 R DE LA REPUBLIQUE
60028834;60028818;;120;RTE;DE GRASSE;6;ALPES MARITIMES;06370 MOUANS SARTOUX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);120 RTE DE GRASSE
60028859;60028842;;80;AV;DE NICE;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);80 AV DE NICE
60028867;60028842;;15;AV;THIERS;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);15 AV THIERS
60028875;60028842;;23;AV;LEONARD ANFOSSI;6;ALPES MARITIMES;06700 ST LAURENT DU VAR;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);23 AV LEONARD ANFOSSI
60028883;60028842;;96;AV;EMILE HUGUES;6;ALPES MARITIMES;06140 VENCE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);96 AV EMILE HUGUES
60028891;60028842;;5;AV;DE LA LIBERTE;6;ALPES MARITIMES;06270 VILLENEUVE LOUBET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);5 AV DE LA LIBERTE
60028966;60028909;;32;AV;MICHEL JOURDAN;6;ALPES MARITIMES;06151 CANNES LA BOCCA CEDEX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);32 AV MICHEL JOURDAN
60028974;60028909;;34;BD;ALBERT 1ER;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);34 BD ALBERT 1ER
60028982;60028909;;26;AV;RENE BOYLESVE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);26 AV RENE BOYLESVE
60028990;60028917;;4;AV;ANTOINE VERAN;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4 AV ANTOINE VERAN
60029006;60028917;;38;R;DE CANNES;6;ALPES MARITIMES;06110 LE CANNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);38 R DE CANNES
60029014;60028925;;77;BD;DE LA REPUBLIQUE;6;ALPES MARITIMES;06150 CANNES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);77 BD DE LA REPUBLIQUE
60029022;60028925;;13;R;DE L'HOTEL DE VILLE;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);13 R DE L'HOTEL DE VILLE
60029030;60028925;;7;COUR;GEORGES V;6;ALPES MARITIMES;06500 MENTON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);7 COUR GEORGES V
60029048;60028925;;85;BD;DE CESSOLE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);85 BD DE CESSOLE
60029055;60028933;;331;AV;DU DOCTEUR JULIEN LEFEBVRE;6;ALPES MARITIMES;06270 VILLENEUVE LOUBET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);331 AV DU DOCTEUR JULIEN LEFEBVRE
60029063;60028933;;4;AV;DES MIMOSAS;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4 AV DES MIMOSAS
60029071;60028941;;40;BD;GAMBETTA;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);40 BD GAMBETTA
60029089;60028941;;32;RTE;DE NICE;6;ALPES MARITIMES;06670 COLOMARS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);32 RTE DE NICE
60029097;60028958;;51;AV;CAP DE CROIX;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);51 AV CAP DE CROIX
60029105;60028958;;3;BD;DU GENERAL LECLERC;6;ALPES MARITIMES;06240 BEAUSOLEIL;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);3 BD DU GENERAL LECLERC
60029113;60028958;;52;AV;DES ALPES;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);52 AV DES ALPES
60029121;60028958;;7;AV;MICHEL CHEVALIER;6;ALPES MARITIMES;06130 GRASSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);7 AV MICHEL CHEVALIER
60029154;60029147;;29;BD;DE LA REPUBLIQUE;6;ALPES MARITIMES;06150 CANNES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);29 BD DE LA REPUBLIQUE
60029162;60029147;;36;AV;FRANCIS TONNER;6;ALPES MARITIMES;06151 CANNES LA BOCCA CEDEX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);36 AV FRANCIS TONNER
60029170;60029147;;8;AV;DU GRAND CAVALIER;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);8 AV DU GRAND CAVALIER
60029188;60029147;;296;AV;JEAN PASSERO;6;ALPES MARITIMES;06210 MANDELIEU LA NAPOULE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);296 AV JEAN PASSERO
60029196;60029139;;5;R;CANDIA;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);5 R CANDIA
60029204;60029139;;10;R;DE JUSSIEU;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);10 R DE JUSSIEU
60029212;60029139;;82;AV;DES POILUS;6;ALPES MARITIMES;06140 VENCE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);82 AV DES POILUS
60029220;920028263;;40;R;VERDI;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);40 R VERDI
60029238;920028263;;14;R;SAINTE MARGUERITE;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);14 R SAINTE MARGUERITE
60029246;920028263;;45;;LA CROISETTE;6;ALPES MARITIMES;06150 CANNES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);45 LA CROISETTE
60029253;920028263;;25;AV;DU CHIRIS;6;ALPES MARITIMES;06130 GRASSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);25 AV DU CHIRIS
60029279;60029261;;93;BD;PAUL DOUMER;6;ALPES MARITIMES;06110 LE CANNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);93 BD PAUL DOUMER
60029287;60029261;;119;BD;SADI CARNOT;6;ALPES MARITIMES;06110 LE CANNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);119 BD SADI CARNOT
60029303;60029295;;2000;RTE;DES LUCIOLES;6;ALPES MARITIMES;06410 BIOT;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);2000 RTE DES LUCIOLES
60029311;60029295;;535;RTE;DES LUCIOLES;6;ALPES MARITIMES;06560 VALBONNE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);535 RTE DES LUCIOLES
60029337;60029329;;2;CHE;DE LA PINEDE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);2 CHE DE LA PINEDE
60029345;60029329;;46;AV;MAURICE JEAN PIERRE;6;ALPES MARITIMES;06110 LE CANNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);46 AV MAURICE JEAN PIERRE
60029352;60029329;;15;AV;ROBERT SOLEAU;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);15 AV ROBERT SOLEAU
60029378;60029360;;39;SQ;JEAN GARINO;6;ALPES MARITIMES;06220 VALLAURIS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);39 SQ JEAN GARINO
60029386;60029360;;47;BD;DE CESSOLE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);47 BD DE CESSOLE
60029402;60029394;;947;AV;DU GENERAL DE GAULLE;6;ALPES MARITIMES;06700 ST LAURENT DU VAR;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);947 AV DU GENERAL DE GAULLE
60029410;60029394;;64;BD;WILSON;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);64 BD WILSON
60029436;60029428;;700;AV;DE TOURNAMY;6;ALPES MARITIMES;06250 MOUGINS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);700 AV DE TOURNAMY
60029444;60029428;;14;AV;JEAN MEDECIN;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);14 AV JEAN MEDECIN
60029451;60029428;;828;CHE;DES 4 CHEMINS;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);828 CHE DES 4 CHEMINS
60029477;60029469;;67;BD;AUGUSTE RAYNAUD;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);67 BD AUGUSTE RAYNAUD
60029485;60029469;;52;AV;SAINT AUGUSTIN;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);52 AV SAINT AUGUSTIN
60029493;60029469;;21;R;THEODORE DE BANVILLE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);21 R THEODORE DE BANVILLE
60029501;60029469;;10;BD;PRESIDENT WILSON;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);10 BD PRESIDENT WILSON
60029527;60029519;SCAN DE LA SCM SOGIRAD SITE CLIN PALAIS GRASSE;25;AV;CHIRIS;6;ALPES MARITIMES;06130 GRASSE;497011541;Autre Etablissement Loi Hospitalière;25 AV CHIRIS
60029535;60000742;;;QUA;LE SUEIL;6;ALPES MARITIMES;06450 LANTOSQUE;;Service d'accompagnement médico-social adultes handicapés;QUA LE SUEIL
60029543;60000742;;;QUA;LA CONDAMINE;6;ALPES MARITIMES;06260 PUGET THENIERS;;Service d'accompagnement médico-social adultes handicapés;QUA LA CONDAMINE
60029550;60000742;;3;R;DROITE;6;ALPES MARITIMES;06660 ST ETIENNE DE TINEE;;Service d'accompagnement médico-social adultes handicapés;3 R DROITE
60029568;60000742;;2;R;CORDIER;6;ALPES MARITIMES;06540 BREIL SUR ROYA;;Service d'accompagnement médico-social adultes handicapés;2 R CORDIER
60029584;60029576;;39;BD;DUBOUCHAGE;6;ALPES MARITIMES;06000 NICE;;Centre de Santé;39 BD DUBOUCHAGE
60029600;60021904;LBM EUROFINS LABAZUR ILAB SITE NAPOLEON;78;BD;NAPOLEON;6;ALPES MARITIMES;06000 NICE;;Laboratoire de Biologie Médicale;78 BD NAPOLEON
60029667;60791647;;2797;CHE;SAINT CLAUDE;6;ALPES MARITIMES;06600 ANTIBES;;Service d'Éducation Spéciale et de Soins à Domicile;2797 CHE SAINT CLAUDE
60029675;60029642;;6;AV;HENRI BARBUSSE;6;ALPES MARITIMES;06000 NICE;;Appartement de Coordination Thérapeutique (A.C.T.);6 AV HENRI BARBUSSE
60029691;60029683;;11;AV;GASTON DE FONTMICHEL;6;ALPES MARITIMES;06460 ST VALLIER DE THIEY;688074049;Maison de santé (L.6223-3);11 AV GASTON DE FONTMICHEL
60029717;60029709;CDS MEDICAL ALLIANCE VISION ANTIBES;30;BD;DU PRESIDENT WILSON;6;ALPES MARITIMES;06160 ANTIBES;613812787;Centre de Santé;30 BD DU PRESIDENT WILSON
60029733;60029725;;134;R;DE FRANCE;6;ALPES MARITIMES;06000 NICE;688409535;Centre de Santé;134 R DE FRANCE
60029741;60791548;;549;BD;PIERRE SAUVAIGO;6;ALPES MARITIMES;06480 LA COLLE SUR LOUP;;Centre Médico-Psycho-Pédagogique (C.M.P.P.);549 BD PIERRE SAUVAIGO
60029758;750015968;;5;R;DE RUSSIE;6;ALPES MARITIMES;06000 NICE;;Lits d'Accueil Médicalisés (L.A.M.);5 R DE RUSSIE
60029808;60029774;;15;R;LUDWIG VAN BEETHOVEN;6;ALPES MARITIMES;06560 VALBONNE;493335198;Maison d'Enfants à Caractère Social;15 R LUDWIG VAN BEETHOVEN
60029816;60029774;;691;AV;DE L'ORMEA;6;ALPES MARITIMES;06500 STE AGNES;492290631;Maison d'Enfants à Caractère Social;691 AV DE L'ORMEA
60029832;60029824;;7;R;TRACHEL;6;ALPES MARITIMES;06000 NICE;422700025;Centre de Santé;7 R TRACHEL
60029840;60789708;MONTJOYE SERVICE AED;;CHE;DES TRAVAILS BRIQUETERIE A;6;ALPES MARITIMES;06800 CAGNES SUR MER;492024420;Services AEMO et AED;CHE DES TRAVAILS BRIQUETERIE A
60029857;60789708;SERVICE ACCUEIL FAMILIAL RENFORCÉ ACCOMPAGNENT MÉDIATISÉ 06;1;AV;DES CHÊNES;6;ALPES MARITIMES;06800 CAGNES SUR MER;492090195;Centre Placement Familial Socio-Educatif (C.P.F.S.E.);1 AV DES CHÊNES
60029865;60789708;ASSO MONTJOYE SERVICE D'INVESTIGATION EDUCATIVE;29;R;PASTORELLI;6;ALPES MARITIMES;06000 NICE;493169115;Service Investigation Orientation Educative (S.I.O.E.);29 R PASTORELLI
60029881;60029873;;19;R;MARECHAL JOFFRE;6;ALPES MARITIMES;06000 NICE;615471876;Centre de Santé;19 R MARECHAL JOFFRE
60029899;60025434;;;;;6;ALPES MARITIMES;06560 VALBONNE;;Maison de santé (L.6223-3);
60029907;60025434;;;;;6;ALPES MARITIMES;06650 LE ROURET;;Maison de santé (L.6223-3);
60029915;60024130;;;QUA;SPEGGI;6;ALPES MARITIMES;06430 TENDE;;Maison de santé (L.6223-3);QUA SPEGGI
60029923;60790441;;9;R;DE LA LIBERATION;6;ALPES MARITIMES;06150 CANNES;492973310;Etablissement Expérimental Enfance Protégée;9 R DE LA LIBERATION
60029931;60790441;;7;PL;AMIRAL BARNAUD;6;ALPES MARITIMES;06600 ANTIBES;492387080;Etablissement Expérimental Enfance Protégée;7 PL AMIRAL BARNAUD
60029949;60790441;;16;AV;NOTRE DAME;6;ALPES MARITIMES;06000 NICE;492145514;Etablissement Expérimental Enfance Protégée;16 AV NOTRE DAME
60029956;60791399;;8;AV;URBAIN BOSIO;6;ALPES MARITIMES;06300 NICE;497088230;Etablissement Expérimental Enfance Protégée;8 AV URBAIN BOSIO
60029964;60789708;;1;AV;DES CHÊNES;6;ALPES MARITIMES;06800 CAGNES SUR MER;492090195;Etablissement Expérimental Enfance Protégée;1 AV DES CHÊNES
60029972;60002003;CENTRE DE PMI ET DE PLANIFICATION DE GRASSE;12;BD;CARNOT;6;ALPES MARITIMES;06130 GRASSE;489043650;Protection Maternelle et Infantile (P.M.I.);12 BD CARNOT
60029980;60020443;;6;AV;HENRI BARBUSSE;6;ALPES MARITIMES;06100 NICE;;Etablissement et Service d'Aide par le Travail (E.S.A.T.);6 AV HENRI BARBUSSE
60030012;60030004;;1;AV;RATTI;6;ALPES MARITIMES;06000 NICE;776963335;Centre de Santé;1 AV RATTI
60030020;60029774;;3;AV;GAUTIER ROUX;6;ALPES MARITIMES;06000 NICE;483503368;Etablissement Expérimental Enfance Protégée;3 AV GAUTIER ROUX
60030046;60030038;;13;R;DU DOCTEUR MATTEO;6;ALPES MARITIMES;06450 ROQUEBILLIERE;493029110;Maison de santé (L.6223-3);13 R DU DOCTEUR MATTEO
60030087;60020443;;1;AV;GUY DE MAUPASSANT;6;ALPES MARITIMES;06100 NICE;492075050;Maisons Relais - Pensions de Famille;1 AV GUY DE MAUPASSANT
60030095;60020443;;9;AV;SAINTE MAURICE;6;ALPES MARITIMES;06100 NICE;492075050;Maisons Relais - Pensions de Famille;9 AV SAINTE MAURICE
60030129;60030111;ASSOCIATION CENTRE DENTAIRE NICE LIBERATION;1;ALL;CHARLES PASQUA;6;ALPES MARITIMES;06200 NICE;;Centre de Santé;1 ALL CHARLES PASQUA
60030145;60030137;;17;R;MARCO-DEL-PONTE;6;ALPES MARITIMES;06150 CANNES;623826154;Centre de Santé;17 R MARCO-DEL-PONTE
60030160;750719239;;13;AV;DE LA MÉDITÉRRANÉE;6;ALPES MARITIMES;06200 NICE;;Etab.Acc.Médicalisé en tout ou partie personnes handicapées;13 AV DE LA MÉDITÉRRANÉE
60030186;60030178;;;QUA;LE FOURCAT;6;ALPES MARITIMES;06450 LANTOSQUE;;Communautés professionnelles territoriales de santé (CPTS);QUA LE FOURCAT
60030194;930026323;;17;AV;DE LA MEDITERRANEE;6;ALPES MARITIMES;06200 NICE;465404206;Résidence Hôtelière à Vocation Sociale (R.H.V.S.);17 AV DE LA MEDITERRANEE
60030210;60030681;CENTRE OPHTALMOLOGIQUE CARE VISION CAGNES;119;AV;DES ALPES;6;ALPES MARITIMES;06800 CAGNES SUR MER;699794242;Centre de Santé;119 AV DES ALPES
60030236;60030228;;69;AV;DE LA LIBERATION;6;ALPES MARITIMES;06130 GRASSE;;Maison de santé (L.6223-3);69 AV DE LA LIBERATION
60030244;60791647;ACCUEIL DE JOUR LES VILLAGES PERCHES PEP 06;1;PL;DES DEPORTES;6;ALPES MARITIMES;06510 GATTIERES;;Centre de Jour pour Personnes Agées;1 PL DES DEPORTES
60030269;60030251;;19;AV;MARTIN LUTHER KING;6;ALPES MARITIMES;06200 NICE;;Communautés professionnelles territoriales de santé (CPTS);19 AV MARTIN LUTHER KING
60030293;60030285;LBM PACA LAB SITE VALLAURIS;135;AV;DE LA LIBERTE;6;ALPES MARITIMES;06220 VALLAURIS;;Laboratoire de Biologie Médicale;135 AV DE LA LIBERTE
60030319;60030301;;81;BD;DE L'ARIANE;6;ALPES MARITIMES;06300 NICE;;Maison de santé (L.6223-3);81 BD DE L'ARIANE
60030327;60029774;;255;RTE;JEAN NATALE;6;ALPES MARITIMES;06510 CARROS;666891256;Maison d'Enfants à Caractère Social;255 RTE JEAN NATALE
60030350;60030343;CERON PACA;1265;RTE;DE NICE LOT LES TEMPLIERS;6;ALPES MARITIMES;06790 ASPREMONT;609681594;Structure Expérimentale en Santé;1265 RTE DE NICE LOT LES TEMPLIERS
60030376;60030368;AZUR SPORT SANTE;27;BD;PAUL MONTEL BAT ARIANE;6;ALPES MARITIMES;06200 NICE;987197914;Structure Expérimentale en Santé;27 BD PAUL MONTEL BAT ARIANE
60030392;60030384;;84;R;D'ANTIBES;6;ALPES MARITIMES;06400 CANNES;;Communautés professionnelles territoriales de santé (CPTS);84 R D'ANTIBES
60030418;60030400;;120;AV;DE GRASSE;6;ALPES MARITIMES;06370 MOUANS SARTOUX;;Communautés professionnelles territoriales de santé (CPTS);120 AV DE GRASSE
60030426;60790342;;880;RTE;DE LA VERNEA;6;ALPES MARITIMES;06390 CONTES;493277460;Etab.Accueil Non Médicalisé pour personnes handicapées;880 RTE DE LA VERNEA
60030442;60030434;LABORATOIRE SAINT GEORGE;52;AV;CAP DE CROIX;6;ALPES MARITIMES;06000 NICE;;Laboratoire de Biologie Médicale;52 AV CAP DE CROIX
60030475;60000759;INSTITUT DE FORMATION MÉDICO-SOCIAL (IFMS) EHPAD PUBLIC;2424;BD;EDOUARD VII;6;ALPES MARITIMES;06230 VILLEFRANCHE SUR MER;492002671;Ecoles Formant aux Professions Sociales;2424 BD EDOUARD VII
60030483;330050899;RESIDENCE AUTONOMIE LES JARDINS DE SAINT MARTIN;267;RTE;DE LA ROQUETTE;6;ALPES MARITIMES;06250 MOUGINS;492288090;Résidences autonomie;267 RTE DE LA ROQUETTE
60030491;60029774;;241;BD;DE LA MADELEINE;6;ALPES MARITIMES;06000 NICE;678297490;Etablissement Expérimental Enfance Protégée;241 BD DE LA MADELEINE
60030517;60030509;;123;;ROUTE ST PIERRE;6;ALPES MARITIMES;06540 BREIL SUR ROYA;609550586;Communautés professionnelles territoriales de santé (CPTS);123 ROUTE ST PIERRE
60030525;60002003;;;;;6;ALPES MARITIMES;06260 PUGET THENIERS;;Centre de Santé;
60030541;60790441;CENTRE PARENTAL PPEP NICE;2;BD;AUGUSTE RAYNAUD;6;ALPES MARITIMES;06300 NICE;492075780;Centre parental;2 BD AUGUSTE RAYNAUD
60030566;60030558;;47;AV;JEAN MEDECIN;6;ALPES MARITIMES;06000 NICE;;Centre de Santé;47 AV JEAN MEDECIN
60030582;60030574;;1291;AV;DU GÉNÉRAL DE GAULE;6;ALPES MARITIMES;06250 MOUGINS;493752178;Lieux de vie;1291 AV DU GÉNÉRAL DE GAULE
60030616;940028640;;27;R;DE L'HOTEL DES POSTES;6;ALPES MARITIMES;06000 NICE;484894919;Centre de Santé;27 R DE L'HOTEL DES POSTES
60030624;930013768;;29;R;DELILLE;6;ALPES MARITIMES;06000 NICE;493559035;Centre de Santé;29 R DELILLE
60030640;60030632;PLATEFORME TERRITORIALE D'APPUI CAP AZUR SANTE;38;PL;SAINT ROCH;6;ALPES MARITIMES;06220 VALLAURIS;492919626;Structure Expérimentale en Santé;38 PL SAINT ROCH
60030665;60030657;;109;AV;FRANKLIN ROOSEVELT;6;ALPES MARITIMES;06110 LE CANNET;677974218;Centre de Santé;109 AV FRANKLIN ROOSEVELT
60030707;60030699;CENTRE OPHTALMOLOGIQUE ET DENTAIRE NICE SOLA;12;BD;PIERRE SOLA;6;ALPES MARITIMES;06300 NICE;;Centre de Santé;12 BD PIERRE SOLA
60030715;60789708;;29;R;PASTORELLI;6;ALPES MARITIMES;06000 NICE;492002450;Service de Réparation Pénale;29 R PASTORELLI
60030731;60030723;;1340;AV;DU GENERAL GARBAY;6;ALPES MARITIMES;06210 MANDELIEU LA NAPOULE;492196338;Résidences autonomie;1340 AV DU GENERAL GARBAY
60030749;60030285;LBM PACA LAB SITE ANTIBES;7;BD;GUSTAVE CHANCEL;6;ALPES MARITIMES;06160 ANTIBES;;Laboratoire de Biologie Médicale;7 BD GUSTAVE CHANCEL
60030756;60790441;CENTRE D’HÉBERGEMENT MÈRES-ENFANTS- APPART’ET;2;AV;DU DOCTEUR EMILE ROUX;6;ALPES MARITIMES;06200 NICE;493524252;Etablissement d'Accueil Mère-Enfant;2 AV DU DOCTEUR EMILE ROUX
60030764;60789708;;29;R;PASTORELLI;6;ALPES MARITIMES;06000 NICE;497114760;Etablissement Expérimental Enfance Protégée;29 R PASTORELLI
60030780;60030772;ASSOCIATION REGIONALE POUR LA PROMOTION DES ACTIONS DE SANTE;19;AV;AUGUSTE RENOIR;6;ALPES MARITIMES;06800 CAGNES SUR MER;483935510;Etablissement Expérimental Enfance Protégée;19 AV AUGUSTE RENOIR
60030798;60790508;;18;AV;ESTEREL;6;ALPES MARITIMES;06160 ANTIBES;483884000;Résidences autonomie;18 AV ESTEREL
60030806;60790441;;36;AV;EMILE ZOLA;6;ALPES MARITIMES;06130 GRASSE;493420055;Lieux de vie;36 AV EMILE ZOLA
60030814;60788460;CTRE HEBERG ALTERNATIF MÈRES ENFANTS- LOGEMENT PARENTALITÉ;31;R;MARCEL JOURNET;6;ALPES MARITIMES;06130 GRASSE;492607805;Etablissement d'Accueil Mère-Enfant;31 R MARCEL JOURNET
60030822;60030434;LABORATOIRE SAINT GEROGE SITE VILLENEUVE LOUBET;;QUA;DE L AVENC;6;ALPES MARITIMES;06270 VILLENEUVE LOUBET;;Laboratoire de Biologie Médicale;QUA DE L AVENC
60030855;920029329;;540;;PREMIERE AVENUE;6;ALPES MARITIMES;06600 ANTIBES;422170369;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);540 PREMIERE AVENUE
60030871;60030863;;50;CHE;DES OLIVIERS;6;ALPES MARITIMES;06600 ANTIBES;;Communautés professionnelles territoriales de santé (CPTS);50 CHE DES OLIVIERS
60030889;60780988;CATTP IJ COEUR DE GRASSE CH CANNES;3;ALL;DU 8 MAI 1945;6;ALPES MARITIMES;06130 GRASSE;493697899;Centre Hospitalier (C.H.);3 ALL DU 8 MAI 1945
60030905;60030897;;69;AV;DE LA LIBÉRATION;6;ALPES MARITIMES;06130 GRASSE;;Communautés professionnelles territoriales de santé (CPTS);69 AV DE LA LIBÉRATION
60030939;60030921;CENTRE DENTAIRE ET D'OPHTALMOLOGIE DE CANNES;17;R;BUTTURA;6;ALPES MARITIMES;06400 CANNES;422787820;Centre de Santé;17 R BUTTURA
60030954;60030434;LABORATOIRE SAINT GEORGE SITE MENTON;12;AV;DU GENERAL DE GAULLE;6;ALPES MARITIMES;06500 MENTON;;Laboratoire de Biologie Médicale;12 AV DU GENERAL DE GAULLE
60030970;60030962;;44;AV;JEAN DE NOAILLES;6;ALPES MARITIMES;06400 CANNES;493475506;Ecoles Formant aux Professions Sociales;44 AV JEAN DE NOAILLES
60030988;60791548;;46;R;BIS AVENUE HENRI DUNANT;6;ALPES MARITIMES;06130 GRASSE;;Service d'accompagnement médico-social adultes handicapés;46 R BIS AVENUE HENRI DUNANT
60030996;60791548;;1425;RTE;SAINT JEANNET À VENCE;6;ALPES MARITIMES;06140 VENCE;;Service d'accompagnement médico-social adultes handicapés;1425 RTE SAINT JEANNET À VENCE
60031002;60791548;;;;AVENUE JOSEPH DURANDY;6;ALPES MARITIMES;06200 NICE;;Service d'accompagnement médico-social adultes handicapés;AVENUE JOSEPH DURANDY
